num_critic_for_reviews,gross,genres,movie_title,num_voted_users,num_user_for_reviews,language,country,budget,title_year,imdb_score,aspect_ratio
34,10400000,Drama|Romance,The Scarlet Letter?,12037,90,English,USA,50000000,1995,5.1,2.35
214,9528092,Biography|Drama|Thriller,Fair Game?,38513,127,English,USA,22000000,2010,6.8,2.35
186,10137232,Action|Biography|Crime|Drama|Thriller,Domino?,58015,374,English,France,50000000,2005,6,2.35
50,9795017,Crime|Drama|Thriller,Jade?,9227,70,English,USA,50000000,1995,5.1,1.85
180,20488579,Action|Sci-Fi|Thriller,Gamer?,113483,245,English,USA,50000000,2009,5.8,1.85
231,19445217,Drama|Fantasy|Romance,Beautiful Creatures?,67796,258,English,USA,60000000,2013,6.2,2.35
105,8355815,Comedy|Crime|Drama|Thriller,Death to Smoochy?,34730,341,English,UK,55000000,2002,6.4,1.85
226,28837115,Comedy,Zoolander 2?,34964,150,English,USA,50000000,2016,4.8,2.35
75,6471394,Comedy|Crime,The Big Bounce?,15880,93,English,USA,50000000,2004,4.9,2.35
82,6291602,Comedy|Sci-Fi,What Planet Are You From??,8070,91,English,USA,50000000,2000,5.6,1.85
296,10706786,Action|Fantasy|Thriller,Drive Angry?,81800,211,English,USA,50000000,2011,5.5,1.85
103,8742261,Action|Crime|Drama|Mystery|Thriller,Street Fighter: The Legend of Chun-Li?,19824,179,English,Canada,18000000,2009,3.7,2.35
98,43905746,Action|Sci-Fi|Thriller,The One?,77684,294,English,USA,49000000,2001,5.9,2.35
48,21413502,Action|Adventure|Comedy|Crime|Music|Mystery,The Adventures of Ford Fairlane?,14429,113,English,USA,40000000,1990,6.3,2.35
223,124107476,Crime|Drama|Thriller,Traffic?,170684,867,English,USA,48000000,2000,7.6,1.85
149,197171806,Action|Adventure|Fantasy,Indiana Jones and the Last Crusade?,515306,477,English,USA,48000000,1989,8.3,2.35
371,31569268,Action|Crime|Drama|Sci-Fi|Thriller,Chappie?,172965,627,English,USA,49000000,2015,6.9,2.35
75,66488090,Crime|Drama|Mystery|Thriller,The Bone Collector?,120202,397,English,USA,48000000,1999,6.7,2.35
233,95308367,Crime|Drama|Thriller,Panic Room?,206104,850,English,USA,48000000,2002,6.8,2.35
150,60652036,Action|Adventure|Comedy|Drama|War,Three Kings?,137854,560,English,USA,48000000,1999,7.1,2.35
172,1206135,Crime|Drama|Thriller,Child 44?,40568,185,English,Czech Republic,50000000,2015,6.4,2.35
103,56607223,Adventure|Comedy,Rat Race?,93367,497,English,Canada,48000000,2001,6.4,2.35
140,50173190,Drama|Mystery|Sci-Fi,K-PAX?,148490,537,English,USA,48000000,2001,7.4,2.35
125,47095453,Comedy|Fantasy|Romance,Kate & Leopold?,64595,316,English,USA,48000000,2001,6.4,1.85
125,37879996,Comedy|Fantasy|Romance,Bedazzled?,81888,254,English,USA,48000000,2000,6,2.35
36,25900000,Crime|Drama|Music,The Cotton Club?,12771,84,English,USA,58000000,1984,6.5,1.85
295,53574088,Adventure|Crime|Drama|Western,3:10 to Yuma?,237872,560,English,USA,55000000,2007,7.8,2.35
222,89253340,Action|Thriller,Taken 3?,133436,323,English,France,48000000,2014,6,2.35
158,37339525,Crime|Drama|Romance|Thriller,Out of Sight?,71708,307,English,USA,48000000,1998,7,1.85
72,60154431,Comedy|Drama|Thriller,The Cable Guy?,122347,345,English,USA,47000000,1996,6,2.35
72,103738726,Action|Comedy|Crime|Music|Romance|Thriller,Dick Tracy?,47819,164,English,USA,100000000,1990,6.1,1.85
152,69304264,Crime|Romance|Thriller,The Thomas Crown Affair?,73068,419,English,USA,48000000,1999,6.8,2.35
89,29781453,Biography|Comedy|Drama,Riding in Cars with Boys?,22447,210,English,USA,48000000,2001,6.4,1.85
93,15519841,Adventure|Animation|Comedy|Family|Fantasy,Happily N'Ever After?,8693,71,English,USA,47000000,2006,4.5,1.85
46,5600000,Drama|Horror|Romance|Thriller,Mary Reilly?,11913,97,English,USA,47000000,1996,5.8,1.85
84,126805112,Comedy|Romance,My Best Friend's Wedding?,98199,169,English,USA,46000000,1997,6.3,2.35
142,93607673,Comedy|Romance,America's Sweethearts?,47573,343,English,USA,48000000,2001,5.7,2.35
185,67263182,Drama|Mystery|Thriller,Insomnia?,218771,651,English,USA,46000000,2002,7.2,2.35
143,92001027,Action|Adventure|Drama|Sci-Fi|Thriller,Star Trek: First Contact?,97838,286,English,USA,45000000,1996,7.6,2.35
178,10539414,Action|Drama|Fantasy|Thriller|Western,Jonah Hex?,45729,176,English,USA,47000000,2010,4.7,2.35
65,58918501,Action|Drama|Mystery|Thriller|War,Courage Under Fire?,40126,107,English,USA,46000000,1996,6.6,1.85
73,181395380,Comedy|Fantasy|Romance,Liar Liar?,220392,243,English,USA,45000000,1997,6.8,1.85
35,130512915,Comedy|Family|Fantasy,The Flintstones?,60884,85,English,USA,45000000,1994,4.8,1.33
358,139852971,Action|Crime|Thriller,Taken 2?,238671,461,English,France,45000000,2012,6.3,2.35
151,110000082,Comedy,Scary Movie 3?,111526,347,English,USA,48000000,2003,5.5,1.85
140,106807667,Action|Comedy|Crime|Romance,Miss Congeniality?,137377,370,English,USA,45000000,2000,6.2,1.85
201,101702060,Action|Adventure|Family|Fantasy|Sci-Fi,Journey to the Center of the Earth?,85323,212,English,USA,45000000,2008,5.8,1.85
77,95149435,Comedy|Family|Romance,The Princess Diaries 2: Royal Engagement?,53687,152,English,USA,40000000,2004,5.7,1.85
43,100768056,Crime|Drama|Mystery|Thriller,The Pelican Brief?,59569,89,English,USA,45000000,1993,6.5,2.35
39,92115211,Crime|Drama|Mystery|Thriller,The Client?,45798,94,English,USA,45000000,1994,6.7,2.35
207,93452056,Adventure|Comedy|Drama,The Bucket List?,184795,310,English,USA,45000000,2007,7.4,1.85
47,83287363,Action|Thriller,Patriot Games?,81442,137,English,USA,45000000,1992,6.9,2.35
132,82931301,Comedy|Romance,Monster-in-Law?,43358,228,English,Germany,60000000,2005,5.5,2.35
454,60962878,Crime|Drama|Mystery|Thriller,Prisoners?,383591,620,English,USA,46000000,2013,8.1,1.85
109,76261036,Crime|Drama|Thriller,Training Day?,305929,633,English,USA,45000000,2001,7.7,2.35
213,71423726,Adventure|Comedy|Sci-Fi,Galaxy Quest?,123558,609,English,USA,45000000,1999,7.3,2.35
127,71277420,Comedy,Scary Movie 2?,119590,548,English,USA,45000000,2001,5.2,1.85
398,88625922,Adventure|Comedy|Family|Musical,The Muppets?,75176,252,English,USA,45000000,2011,7.1,1.85
184,70001065,Action|Horror,Blade?,191437,582,English,USA,45000000,1998,7.1,2.35
127,67253092,Drama|Sport,Coach Carter?,92702,209,English,USA,30000000,2005,7.2,2.35
167,66790248,Drama|Thriller,Changing Lanes?,57281,350,English,USA,45000000,2002,6.5,2.35
119,65557989,Action|Adventure|Horror|Thriller,Anaconda?,73539,271,English,USA,45000000,1997,4.6,2.35
155,60786269,Comedy|Drama|Music|Romance,Coyote Ugly?,90539,379,English,USA,45000000,2000,5.6,2.35
218,59365105,Comedy|Drama|Romance,Love Actually?,318634,1004,English,UK,45000000,2003,7.7,2.35
117,162792677,Adventure|Animation|Comedy|Family|Fantasy,A Bug's Life?,211226,317,English,USA,120000000,1998,7.2,2.35
208,31598308,Horror|Mystery|Thriller,From Hell?,124765,541,English,USA,35000000,2001,6.8,2.35
38,57362581,Action|Crime|Drama|Romance|Thriller,The Specialist?,50148,116,English,Peru,45000000,1994,5.4,1.85
48,53854588,Comedy|Drama|Romance|Sport,Tin Cup?,37911,73,English,USA,45000000,1996,6.3,2.35
94,52580895,Comedy|Family|Romance|Sport,Kicking & Screaming?,30255,118,English,USA,45000000,2005,5.6,2.35
276,51019112,Adventure|Comedy|Sci-Fi,The Hitchhiker's Guide to the Galaxy?,155745,1053,English,USA,50000000,2005,6.8,2.35
59,48114556,Comedy|Family|Fantasy|Romance,Fat Albert?,9380,91,English,USA,26000000,2004,4.3,2.35
216,50648679,Action|Horror|Sci-Fi|Thriller,Resident Evil: Extinction?,149549,348,English,France,45000000,2007,6.3,2.35
173,46280507,Comedy|Romance,Blended?,87165,184,English,USA,40000000,2014,6.5,1.85
99,38360195,Adventure|Comedy|Drama,Last Holiday?,21215,116,English,USA,45000000,2006,6.4,2.35
42,46815748,Action|Adventure|Crime|Thriller,The River Wild?,32544,69,English,USA,45000000,1994,6.3,2.35
25,35617599,Drama|Family|Fantasy,The Indian in the Cupboard?,20688,47,English,USA,45000000,1995,5.9,1.85
339,47307550,Crime|Drama|Thriller,Savages?,104301,269,English,USA,45000000,2012,6.5,2.35
127,32003620,Action|Crime|Thriller,Cellular?,79141,355,English,USA,25000000,2004,6.5,2.35
122,27972410,Action|Adventure|Comedy,Johnny English?,114692,285,English,UK,35000000,2003,6.1,1.85
105,28133159,Adventure|Animation|Comedy|Family|Fantasy,The Ant Bully?,30055,70,English,USA,50000000,2006,5.9,1.85
144,27400000,Action|Adventure|Sci-Fi,Dune?,97087,569,English,USA,40000000,1984,6.6,2.35
156,24343673,Drama|Fantasy|Musical|Romance,Across the Universe?,91860,524,English,USA,45000000,2007,7.4,2.35
323,22877808,Drama|Romance,Revolutionary Road?,152591,414,English,USA,35000000,2008,7.3,2.35
199,36883539,Action|Crime|Drama|Thriller,16 Blocks?,112769,305,English,Germany,52000000,2006,6.6,2.35
164,22531698,Action|Adventure|Sci-Fi|Thriller,Babylon A.D.?,81523,214,English,France,70000000,2008,5.6,2.35
39,20400913,Action|Comedy|Crime|Drama|Thriller,The Glimmer Man?,15455,80,English,USA,45000000,1996,5.3,1.85
43,20101861,Comedy|Romance|Sci-Fi,Multiplicity?,24757,81,English,USA,45000000,1996,6,2.35
82,25200412,Adventure|Comedy|Family|Fantasy|Sci-Fi,Aliens in the Attic?,16580,55,English,USA,45000000,2009,5.4,1.85
150,19719930,Crime|Drama|Mystery|Thriller,The Pledge?,42621,531,English,USA,45000000,2001,6.8,2.35
168,19377727,Comedy|Musical,The Producers?,35140,409,English,USA,45000000,2005,6.4,2.35
432,13401683,Action|Sci-Fi,Dredd?,203461,588,English,UK,35000000,2012,7.1,2.35
60,17300889,Action|Adventure|Comedy|Fantasy,The Phantom?,27648,148,English,Australia,45000000,1996,4.9,2.35
85,15527125,Drama|Romance|Western,All the Pretty Horses?,11388,183,English,USA,57000000,2000,5.8,2.35
83,13560960,Biography|Drama|History,Nixon?,23996,161,English,USA,50000000,1995,7.1,2.35
343,15523168,Mystery|Thriller,The Ghost Writer?,132423,349,English,France,45000000,2010,7.2,2.35
106,11146409,Action|Adventure|Horror|Sci-Fi,Deep Rising?,26551,273,English,USA,45000000,1998,6,2.35
158,7916887,Action|Crime|Drama|Thriller|War,Miracle at St. Anna?,15697,182,English,USA,45000000,2008,6,2.35
189,6565495,Drama|Romance,Curse of the Golden Flower?,36455,229,Mandarin,China,45000000,2006,7,2.35
125,15279680,Action|Crime|Thriller,Bangkok Dangerous?,48245,154,English,USA,40000000,2008,5.4,1.85
87,7262288,Comedy|Crime|Thriller,Big Trouble?,17307,186,English,USA,40000000,2002,6.5,1.85
115,4584886,Drama|Romance,Love in the Time of Cholera?,19114,115,English,USA,45000000,2007,6.4,2.35
24,2154540,Action|Thriller,Shadow Conspiracy?,3803,41,English,USA,45000000,1997,4.9,2.35
152,8129455,Action|Adventure|Comedy|Crime,Johnny English Reborn?,89568,142,English,USA,45000000,2011,6.3,2.35
656,136019448,Biography|Drama|History|Thriller,Argo?,452465,695,English,USA,44500000,2012,7.7,2.35
119,183875760,Action|Adventure|Crime|Drama|Mystery|Thriller,The Fugitive?,213668,270,English,USA,44000000,1993,7.8,1.85
161,67061228,Action|Comedy|Romance,The Bounty Hunter?,96565,135,English,USA,40000000,2010,5.5,2.35
73,53300852,Crime|Drama|Thriller,Sleepers?,154487,259,English,USA,44000000,1996,7.5,2.35
96,150415432,Action|Adventure|Thriller|War,Rambo: First Blood Part II?,117606,217,English,USA,44000000,1985,6.4,2.35
28,44834712,Drama|Thriller,The Juror?,13995,62,English,USA,44000000,1996,5.6,2.35
105,84300000,Animation|Family|Fantasy|Musical,Pinocchio?,90360,147,English,USA,2600000,1940,7.5,1.37
102,1500000,Adventure|Drama|Western,Heaven's Gate?,9830,189,English,USA,44000000,1980,6.8,2.35
206,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,Underworld: Evolution?,156225,502,English,USA,50000000,2006,6.8,2.35
159,5773519,Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein?,28618,91,English,USA,40000000,2015,6,2.35
137,51768623,Drama,Finding Forrester?,73006,297,English,USA,43000000,2000,7.3,2.35
116,37035515,Comedy|Drama,28 Days?,34597,194,English,USA,43000000,2000,6,1.37
177,24520892,Action|Crime|Drama|Thriller,Unleashed?,85198,303,English,France,45000000,2005,7,2.35
99,24430272,Comedy|Romance,The Sweetest Thing?,46158,403,English,USA,43000000,2002,5.1,1.85
56,158348400,Drama|Mystery|Thriller,The Firm?,88844,142,English,USA,42000000,1993,6.8,1.85
117,31136950,Drama|Fantasy|Romance,Charlie St. Cloud?,47364,75,English,USA,44000000,2010,6.5,2.35
252,29113588,Action|Crime|Thriller,The Mechanic?,117999,181,English,USA,40000000,2011,6.6,2.35
375,138447667,Action|Comedy|Crime,21 Jump Street?,408302,345,English,USA,42000000,2012,7.2,2.35
150,116006080,Comedy|Drama|Romance,Notting Hill?,203269,602,English,UK,42000000,1999,7,2.35
187,106793915,Adventure|Animation|Comedy|Drama|Family,Chicken Run?,140499,358,English,UK,45000000,2000,7,1.85
108,87856565,Comedy|Romance,Along Came Polly?,106909,268,English,USA,42000000,2004,5.9,1.85
21,70100000,Comedy|Drama|Romance,Boomerang?,20183,41,English,USA,40000000,1992,5.4,1.85
270,159578352,Action|Comedy|Crime,The Heat?,133177,380,English,USA,43000000,2013,6.6,2.35
72,57750000,Biography|Drama|History|Romance,Cleopatra?,21554,192,English,UK,31115000,1963,7,2.2
154,45290318,Action|Comedy|Sport,Here Comes the Boom?,74169,112,English,USA,42000000,2012,6.5,1.85
114,41543207,Crime|Drama|Mystery|Thriller,High Crimes?,30077,175,English,USA,42000000,2002,6.3,2.35
27,41252428,Comedy|Drama|Romance,The Mirror Has Two Faces?,11453,71,English,USA,42000000,1996,6.5,1.85
166,35228696,Drama|Horror|Mystery|Thriller,The Mothman Prophecies?,63677,460,English,USA,32000000,2002,6.5,2.35
288,59992760,Comedy,Br?o?,119622,396,English,USA,42000000,2009,5.8,1.85
117,34667015,Action|Adventure|Thriller,Licence to Kill?,74009,317,English,UK,32000000,1989,6.6,2.35
291,37652565,Fantasy|Horror|Mystery|Thriller,Red Riding Hood?,91151,283,English,USA,42000000,2011,5.4,2.35
151,24375436,Action|Crime|Drama|Thriller,15 Minutes?,42547,265,English,USA,42000000,2001,6.1,2.35
36,20915465,Adventure|Comedy|Family|Fantasy|Sci-Fi,Super Mario Bros.?,38203,290,English,UK,42000000,1993,4,1.85
168,24127895,Crime|Drama|Thriller,Lord of War?,248123,437,English,USA,50000000,2005,7.6,2.35
283,84961,Action|Adventure|History,Hero?,149414,841,Mandarin,China,31000000,2002,7.9,2.35
127,26404753,Action|Comedy|Crime|Romance|Thriller,One for the Money?,34203,169,English,USA,40000000,2012,5.3,2.35
293,6105175,Comedy,The Interview?,247020,835,English,USA,44000000,2014,6.6,2.35
95,5664251,Action|Fantasy|Western,The Warrior's Way?,22309,102,English,New Zealand,45000000,2010,6.3,2.35
213,1260917,Action|Comedy|Crime,Micmacs?,24657,71,French,France,27000000,2009,7.2,2.35
119,116724075,Drama|Music,8 Mile?,187181,564,English,USA,41000000,2002,7,2.35
167,56083966,Action|Adventure|Romance,A Knight's Tale?,137003,658,English,USA,65000000,2001,6.9,2.35
98,22108977,Action|Comedy|Fantasy,The Medallion?,29861,132,English,Hong Kong,41000000,2003,5.2,2.35
234,293501675,Drama|Mystery|Thriller,The Sixth Sense?,704766,2073,English,USA,40000000,1999,8.1,1.85
258,18600911,Action|Crime|Thriller,Man on a Ledge?,125198,153,English,USA,42000000,2012,6.6,2.35
108,7204138,Comedy,The Big Year?,34809,125,English,USA,41000000,2011,6.2,2.35
81,90800000,Action|Drama|Family|Sport,The Karate Kid?,126907,235,English,USA,8000000,1984,7.2,1.85
538,150117807,Crime|Drama,American Hustle?,358416,751,English,USA,40000000,2013,7.3,2.35
224,163947053,Comedy|Drama|Romance,The Proposal?,227824,273,English,USA,40000000,2009,6.7,2.35
129,116735231,Crime|Mystery|Thriller,Double Jeopardy?,56646,336,English,USA,70000000,1999,6.4,2.35
125,118500000,Adventure|Comedy|Sci-Fi,Back to the Future Part II?,340085,327,English,USA,40000000,1989,7.8,1.85
433,126546825,Action|Sci-Fi|Thriller,Lucy?,327367,918,English,France,40000000,2014,6.4,2.35
362,166147885,Drama|Romance,Fifty Shades of Grey?,220020,1360,English,USA,40000000,2015,4.1,2.35
93,111760631,Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids 3-D: Game Over?,40227,188,English,USA,38000000,2003,4.1,1.85
71,108706165,Crime|Drama|Thriller,A Time to Kill?,99558,236,English,USA,40000000,1996,7.4,2.35
104,138614544,Comedy|Family,Cheaper by the Dozen?,75152,288,English,USA,40000000,2003,5.8,1.85
319,125069696,Action|Biography|Drama|Thriller|War,Lone Survivor?,203963,420,English,USA,40000000,2013,7.6,2.35
41,107458785,Comedy|Drama|Sport,A League of Their Own?,71754,166,English,USA,40000000,1992,7.2,2.35
300,102310175,Horror|Mystery|Thriller,The Conjuring 2?,64989,279,English,USA,40000000,2016,7.8,2.35
556,96917897,Biography|Drama,The Social Network?,479453,696,English,USA,40000000,2010,7.7,2.35
161,93952276,Comedy|Drama|Romance,He's Just Not That Into You?,132048,203,English,USA,40000000,2009,6.4,2.35
151,90703745,Comedy,Scary Movie 4?,93748,410,English,USA,45000000,2006,5.1,1.85
212,89138076,Horror|Mystery,Scream 3?,98535,734,English,USA,40000000,2000,5.5,2.35
111,87666629,Adventure|Comedy|Sci-Fi|Western,Back to the Future Part III?,283480,263,English,USA,40000000,1990,7.4,1.37
173,90353764,Comedy|Crime,Get Hard?,85629,144,English,USA,40000000,2015,6,1.85
181,82522790,Fantasy|Horror|Romance,Bram Stoker's Dracula?,143835,654,English,USA,40000000,1992,7.5,1.85
252,94125426,Biography|Drama|Romance,Julie & Julia?,79264,277,English,USA,40000000,2009,7,1.85
216,95001343,Biography|Drama|Sport,42?,66511,200,English,USA,40000000,2013,7.5,2.35
203,81292135,Crime|Drama|Thriller,The Talented Mr. Ripley?,137891,696,English,USA,40000000,1999,7.3,1.85
218,86208010,Comedy,Dumb and Dumber To?,97045,285,English,USA,35000000,2014,5.7,1.85
118,81593527,Adventure|Drama|Family,Eight Below?,48806,263,English,USA,40000000,2006,7.3,2.35
241,75274748,Comedy|Drama,The Intern?,130661,304,English,USA,35000000,2015,7.2,1.85
119,90835030,Action|Comedy,Ride Along 2?,28621,58,English,USA,40000000,2016,5.9,2.35
89,72455275,Action|Adventure|Drama|Romance|War,The Last of the Mohicans?,113068,382,English,USA,40000000,1992,7.8,2.35
209,75305995,Biography|Drama|Music,Ray?,110394,433,English,USA,40000000,2004,7.7,1.85
374,74098862,Crime|Thriller,Sin City?,656640,1732,English,USA,40000000,2005,8.1,1.85
235,72266306,Crime|Drama|Mystery|Thriller,Vantage Point?,127528,422,English,USA,40000000,2008,6.6,2.35
215,71347010,Comedy|Romance,"I Love You, Man?",166194,215,English,USA,40000000,2009,7.1,1.85
109,70836296,Comedy|Drama|Fantasy|Romance,Shallow Hal?,109445,426,English,USA,40000000,2001,5.9,1.85
125,70405498,Drama|History|Thriller,JFK?,113472,442,English,France,40000000,1991,8,2.35
65,70163652,Comedy|Crime,Big Momma's House 2?,31968,82,English,USA,40000000,2006,4.6,1.85
125,66808615,Adventure|Comedy|Crime|Romance,The Mexican?,87351,344,English,USA,34000000,2001,6.1,2.35
322,115603980,Biography|Drama|Sport|War,Unbroken?,103589,351,English,USA,65000000,2014,7.2,2.35
191,64149837,Comedy|Drama|Family|Fantasy|Romance,17 Again?,146899,185,English,USA,20000000,2009,6.4,2.35
191,83906114,Comedy|Romance,The Other Woman?,104481,189,English,USA,40000000,2014,6,2.35
221,66466372,Horror,The Final Destination?,75345,290,English,USA,40000000,2009,5.2,2.35
459,72306065,Drama|History|Thriller,Bridge of Spies?,178118,355,English,USA,40000000,2015,7.6,2.35
131,59068786,Action|Drama|Thriller|War,Behind Enemy Lines?,86902,411,English,USA,40000000,2001,6.4,2.35
118,57887882,Comedy|Drama|Romance,Shall We Dance?,35508,211,English,USA,50000000,2004,6.1,1.85
100,53955614,Action|Adventure|Comedy|Family|Sci-Fi,Small Soldiers?,77415,139,English,USA,40000000,1998,6.1,2.35
70,54967359,Action|Horror,Spawn?,52805,209,English,USA,40000000,1997,5.2,1.85
138,54228104,Action|Adventure|Drama|Romance|Thriller,The Count of Monte Cristo?,104991,544,English,UK,35000000,2002,7.7,1.85
274,57981889,Crime|Drama|Thriller,The Lincoln Lawyer?,173848,203,English,USA,40000000,2011,7.3,2.35
349,61094903,Action|Mystery|Thriller,Unknown?,210542,332,English,UK,30000000,2011,6.9,2.35
341,53082743,Drama|Mystery|Sci-Fi|Thriller,The Prestige?,844052,1100,English,USA,40000000,2006,8.5,2.35
196,54414716,Comedy|Crime,Horrible Bosses 2?,114294,187,English,USA,42000000,2014,6.3,2.35
83,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,Escape from Planet Earth?,20615,44,English,USA,40000000,2013,5.9,2.35
283,50859889,Action|Adventure|Drama|Thriller,Apocalypto?,236000,1043,Maya,USA,40000000,2006,7.8,1.85
105,51185897,Action|Adventure|Thriller,The Living Daylights?,69457,271,English,UK,30000000,1987,6.7,2.35
351,52000688,Action|Adventure|Sci-Fi|Thriller,Predators?,171418,619,English,USA,40000000,2010,6.4,2.35
16,49851591,Comedy|Crime|Romance,Legal Eagles?,7900,34,English,USA,40000000,1986,5.9,2.35
195,47781388,Mystery|Thriller,Secret Window?,147504,531,English,USA,40000000,2004,6.6,2.35
175,52320979,Drama|Fantasy|Romance,The Lake House?,114321,548,English,USA,40000000,2006,6.8,2.35
193,47806295,Horror|Mystery|Thriller,The Skeleton Key?,87447,371,English,USA,43000000,2005,6.5,2.35
169,51853450,Comedy|Drama|Family|Fantasy,The Odd Life of Timothy Green?,37398,110,English,USA,25000000,2012,6.6,1.85
128,46012734,Comedy|Romance,Made of Honor?,54421,101,English,USA,40000000,2008,5.8,2.35
249,47034272,Biography|Drama|Music|Musical,Jersey Boys?,25465,190,English,USA,40000000,2014,6.9,2.35
91,45856732,Crime|Drama|Thriller,The Rainmaker?,46221,141,English,USA,40000000,1997,7.1,2.35
207,59588068,Horror|Mystery|Thriller,Gothika?,89557,376,English,USA,40000000,2003,5.8,1.85
77,44175394,Drama|History,Amistad?,56509,227,English,USA,36000000,1997,7.2,1.85
25,45500797,Adventure|Drama|Romance,Medicine Man?,17443,56,English,USA,40000000,1992,6,2.35
211,41797066,Action|Horror|Sci-Fi|Thriller,Aliens vs. Predator: Requiem?,92789,998,English,USA,40000000,2007,4.7,2.35
19,38087756,Comedy|Family,Ri?ie Ri??,49612,39,English,USA,40000000,1994,5.2,1.85
101,37752931,Drama|Romance,Autumn in New York?,20201,180,English,USA,40000000,2000,5.5,1.85
342,37371385,Adventure|Comedy|Sci-Fi,Paul?,192462,334,English,USA,40000000,2011,7,2.35
147,37101011,Comedy|Drama,The Guilt Trip?,30394,103,English,USA,40000000,2012,5.8,2.35
420,38176892,Horror|Mystery,Scream 4?,104119,518,English,USA,40000000,2011,6.2,2.35
138,36283504,Mystery|Thriller,8MM?,104564,587,English,Germany,40000000,1999,6.5,2.35
82,35183792,Biography|Drama|Music|Musical,The Doors?,68159,209,English,USA,38000000,1991,7.2,2.35
201,38543473,Comedy,Sex Tape?,84382,158,English,USA,40000000,2014,5.1,1.85
82,36037909,Comedy|Drama,Hanging Up?,10132,130,English,Germany,60000000,2000,4.7,1.85
277,42575718,Horror,Final Destination 5?,83788,227,English,USA,40000000,2011,5.9,2.35
90,33864342,Comedy|Crime|Romance,Mickey Blue Eyes?,29968,117,English,UK,40000000,1999,5.8,1.85
157,33508922,Drama,Pay It Forward?,95860,660,English,USA,40000000,2000,7.2,1.85
124,42071069,Comedy|Drama|Romance|Sport,Fever Pitch?,36223,208,English,USA,30000000,2005,6.2,2.35
146,32853640,Comedy|Drama,Drillbit Taylor?,50199,101,English,USA,40000000,2008,5.7,2.35
303,42615685,Comedy|Western,A Million Ways to Die in the West?,136093,416,English,USA,40000000,2014,6.1,2.35
70,32055248,Action|Adventure|Crime|Fantasy|Mystery|Thriller,The Shadow?,18723,146,English,USA,25000000,1994,6,1.85
283,31836745,Adventure|Drama|Mystery,Extremely Loud & Incredibly Close?,81298,341,English,USA,40000000,2011,6.9,2.35
212,30993544,Comedy|Drama|Romance,Morning Glory?,58871,156,English,USA,40000000,2010,6.5,2.35
98,30981850,Biography|Crime|Drama|Music,Get Rich or Die Tryin'?,35834,284,English,USA,40000000,2005,5,2.35
110,30199105,Action|Adventure|Crime|Thriller,The Art of War?,25346,167,English,USA,40000000,2000,5.7,2.35
146,29077547,Drama|Musical|Romance,Rent?,41685,754,English,USA,40000000,2005,7,2.35
100,29374178,Crime|Drama|Horror|Thriller,Bless the Child?,12093,188,English,USA,40000000,2000,5.1,2.35
62,28535768,Comedy,The Out-of-Towners?,10446,105,English,USA,40000000,1999,5.3,1.85
70,27663982,Horror|Sci-Fi|Thriller,The Island of Dr. Moreau?,26051,164,English,USA,40000000,1996,4.4,2.35
107,27053815,Action|Adventure|Romance,The Musketeer?,12856,291,English,Germany,40000000,2001,4.7,2.35
169,26814957,Biography|Drama|History|Romance,The Other Boleyn Girl?,84357,252,English,UK,35000000,2008,6.7,1.85
94,25178165,Drama|Romance,Sweet November?,70292,274,English,USA,40000000,2001,6.7,1.85
190,25117498,Horror|Thriller,The Reaping?,37412,178,English,USA,40000000,2007,5.7,2.35
112,32645,Crime|Drama|Romance|Thriller,Mean Streets?,67797,223,English,USA,500000,1973,7.4,1.85
12,24332324,Comedy|Drama,Renaissance Man?,13830,61,English,USA,40000000,1994,6.1,1.85
201,36665854,Action|Crime|Drama|Thriller,Colombiana?,76498,203,English,France,40000000,2011,6.4,2.35
34,22717758,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,The Magic Sword: Quest for Camelot?,11156,67,English,USA,40000000,1998,6.2,1.85
104,22433915,Crime|Drama|Mystery|Thriller,City by the Sea?,21319,166,English,USA,60000000,2002,6.2,2.35
55,22326247,Drama|Romance,At First Sight?,11232,106,English,USA,60000000,1999,5.9,1.85
86,21176322,Action|Comedy|Crime,Torque?,23747,207,English,USA,40000000,2004,4,2.35
50,20300000,Drama|Thriller,City Hall?,16741,60,English,USA,40000000,1996,6.2,1.85
181,20302961,Drama,Showgirls?,49874,450,English,France,45000000,1995,4.6,2.35
260,15962471,Biography|Drama|History|Romance,Marie Antoinette?,79892,619,English,USA,40000000,2006,6.4,1.85
40,14942422,Action|Crime|Thriller,Kiss of Death?,14226,60,English,USA,40000000,1995,5.9,1.85
102,14967182,Action|Crime|Drama|Thriller,Get Carter?,27305,284,English,USA,40000000,2000,5.1,2.35
371,18996755,Drama|Thriller,The Impossible?,145270,322,English,Spain,45000000,2012,7.6,2.35
49,14375181,Action|Adventure|Comedy|Music|Thriller,Ishtar?,8692,126,English,USA,51000000,1987,4.2,1.85
335,20999103,Adventure|Animation|Comedy|Crime|Family,Fantastic Mr. Fox?,139114,245,English,USA,40000000,2009,7.8,1.85
86,14448589,Comedy|Romance,Life or Something Like It?,19364,128,English,USA,40000000,2002,5.8,2.35
